id,equipID,stage,hp_extra_ratio,phy_atk_extra_ratio,mag_atk_extra_ratio,phy_dfs_extra_ratio,mag_dfs_extra_ratio,hp_max_extra,phy_atk_extra,mag_atk_extra,phy_dfs_extra,mag_dfs_extra,hp_max_percent,phy_atk_percent,mag_atk_percent,phy_dfs_percent,mag_dfs_percent,crit_atk_ratio,crit_dfs_ratio,crit_atk_value,crit_dfs_value,hit_rate_value,evade_value,normal_atk_up,normal_dfs_up,skillAtkUp,skillDfsUp,ultraAtkUp,ultraDfsUp,phyDamAdd,phyDamReduce,magDamAdd,magDamReduce,cure_up,cure_down,heal_up,normal_leech_value,skill_phy_leech_value,skill_mag_leech_value,normal_atk_no_dfs,skill_phy_no_dfs,skill_mag_no_dfs,phyPen,magPen
842,1174015,4,39.37,0,0,0,4.11,782,0,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1174015,5,41.44,0,0,0,4.32,978,0,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,1174016,0,25.95,0,0,0,2.64,659,0,0,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,1174016,1,27.63,0,0,0,2.81,198,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,1174016,2,31.39,0,0,0,3.19,395,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,1174016,3,35.58,0,0,0,3.61,593,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,1174016,4,39.76,0,0,0,4.04,790,0,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,1174016,5,41.86,0,0,0,4.25,988,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,1174017,0,31.72,0,0,0,3.18,805,0,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,1174017,1,33.77,0,0,0,3.38,241,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,1174017,2,38.37,0,0,0,3.84,483,0,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,1174017,3,43.49,0,0,0,4.36,724,0,0,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1174017,4,48.6,0,0,0,4.87,966,0,0,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,1174017,5,51.16,0,0,0,5.13,1207,0,0,0,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1174018,0,32.04,0,0,0,3.13,813,0,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,1174018,1,34.11,0,0,0,3.33,244,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,1174018,2,38.76,0,0,0,3.78,488,0,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,1174018,3,43.93,0,0,0,4.29,732,0,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,1174018,4,49.1,0,0,0,4.79,976,0,0,0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,1174018,5,51.68,0,0,0,5.04,1220,0,0,0,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,1174019,0,26.1,0,0,0,2.53,662,0,0,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,1174019,1,27.78,0,0,0,2.69,199,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,1174019,2,31.57,0,0,0,3.06,397,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,1174019,3,35.78,0,0,0,3.47,596,0,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,1174019,4,39.99,0,0,0,3.87,795,0,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,1174019,5,42.09,0,0,0,4.08,993,0,0,0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,1174020,0,25.95,0,0,0,2.64,659,0,0,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,1174020,1,27.63,0,0,0,2.81,198,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,1174020,2,31.39,0,0,0,3.19,395,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,1174020,3,35.58,0,0,0,3.61,593,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,1174020,4,39.76,0,0,0,4.04,790,0,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,1174020,5,41.86,0,0,0,4.25,988,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,1174021,0,26.96,0,0,0,2.76,684,0,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,1174021,1,28.7,0,0,0,2.94,205,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,1174021,2,32.61,0,0,0,3.34,410,0,0,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,1174021,3,36.96,0,0,0,3.79,616,0,0,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,1174021,4,41.31,0,0,0,4.23,821,0,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,1174021,5,43.48,0,0,0,4.45,1026,0,0,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,1174022,0,27.23,0,0,0,2.72,691,0,0,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,1174022,1,28.99,0,0,0,2.89,207,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,1174022,2,32.94,0,0,0,3.29,415,0,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,1174022,3,37.33,0,0,0,3.73,622,0,0,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,1174022,4,41.73,0,0,0,4.16,829,0,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,1174022,5,43.92,0,0,0,4.38,1037,0,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,1183001,0,1,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,1183002,0,1,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,1183003,0,1,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,1183004,0,1,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1184001,0,1,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,1184002,0,1,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,1184003,0,1,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,1184004,0,1,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
